id,osm_id,country_a,country_b,geom,length_km,voltage_kv,voltage_class,capacity_mw,bandwidth_mva,ac_dc,status,operator,cables,mode,power_pool,confidence_level,completeness_score,verification_sources,detection_method,source_dataset,carbon_intensity,enriched_at,created_at,commissioned_year,decommissioned_year,project_id,trade_flow_mwh,apg_phase,source_authority,source_urls,last_updated_at
192,824809666,IND,NPL,0102000020E61000004900000051267F419C2454409D6C5E3013EC3D40F6589F17932454406CD15D6D20EC3D406654747F50245440CDD88640E4EB3D400BF0DDE60D245440B7FAA01D26EA3D408CCDD8E1F9235440FB3E1C2444E93D405DE38E923224544061EA9DC02AE73D40D0FBB5AB462454404849B48938E63D408063CF9E4B245440BB5A931392E53D4089844AB700245440A86A27EF88E33D40A73B4F3CE7235440FECB5AAF8EE23D40EB538EC9E2235440EC9799E326E23D40E70C7B90D4235440EF867EB78AE13D40A301BC059223544016CE7F59EBDF3D40162708686C2354407BCF921161DF3D4008A1CDBB7B2354406DAAEE91CDDD3D407313B53437235440D98DE32C91DC3D40836E8A22FF2254408E4B66063BDB3D405B47B0CCB62254406914371378DA3D40FCEFD2976F2254408F0E59EE16DA3D4042AFE4CF5C2254404C82DCEADED93D4011FA3EC1EA2154405B8AF557D9D83D403A0D07F8A4215440B224E593BAD73D409D8EB6E07B21544091D0967329D63D40A47A21D310215440C552C9A596D43D40BBC7E3B306215440EDECD0555FD43D40AD4214DDC420544061CCF165FDD33D402529441B5B205440B8D969B5D1D23D40E256410CF41F5440AC7713D78CD13D408EE733A0DE1F5440E7EA7D99DED03D4053584EE7AF1F544040B26FDD83D03D40E340FE88951F5440993D1A9826D03D408F3523835C1F5440D9846A3986CE3D405F43705C461F5440834E081D74CD3D40348639411B1F5440B4441D0C2BCD3D4089B1F105D21E5440D6B8ED3147CD3D40EFEC86C8C41E544034B9BD4978CD3D40ACDBEA83761E5440B0B4E78DEECD3D404C6E1459EB1D5440B9E3A837FECD3D4072A197F6721D5440132A38BC20CE3D40E29178793A1D544000A94D9CDCCD3D40E0032AD2B31C54404572E8E390CD3D4082E1010A9A1C5440758181D6B2CD3D40E59CD8437B1C544075841D1032CE3D40F5053E50381C5440EEAF1EF7ADCE3D40A9554F41D91B5440579AEF3BE1CE3D4098405B18B31B544018AD48F196CE3D40A3AC8493591B5440F7A5C86B6FCD3D405D537B6C261B5440422F922C16CD3D404AE93EA5EF1A5440225A86938FCC3D4046A5C7A5601A544089B663EAAECC3D40236937FA181A5440BCB84379D5CB3D40CB19E5F4D0195440E87F5E5DBACA3D40417E3672DD1954401A8C6C42B5C83D40289600A19A195440FB96395D16C73D4015D918856E1954405217DF066BC63D408F1D54E23A195440692F473426C53D40E34F54362C195440332D5679A7C33D40ECEDE0711B1954400B3895568DC33D40DBE5B6D8C8185440A77A8DB85BC33D40397CD289841854403A5563AEB1C23D40C467A153461854402AC35D62D1C13D404E147C2EAE175440A77BF88D0AC13D408B3ACEC87B1754400377459506C13D40E90A5B585C1754409C7BFE6AC4C03D4039C5F4CE321754401DAA29C93AC03D40135C51EFCE165440AFBFDB72E4BF3D4006CAB788B9165440B3BDCC66C4BF3D40F5F1D077B71654409B83B1CFADBF3D40CDE3D5DECC16544080CC183092BF3D40751B79C5F816544037E911FEA0BF3D400EB853DF1E175440B226BB3E18BF3D40EA23F0871F175440783B0CF7DBBE3D401F42A6C61517544085871F52C2BE3D40,34.65633994402393,220,HV,100,,AC,operational,,6,Land,APG,Medium,0.6,{OSM},multi_method,OpenStreetMap,,36:34.8,10:44.9,,,,,,{OSM},{},36:34.8
7,164031246,CAN,USA,0102000020E61000000800000095C61E903AC353C09D6A8885B5924540B381CF6A5CC553C014B93BC670914540701C1DFCE9C553C0E27BDA3C699145407F40B15FC1C653C0C4DD6AE7459145408C868C47A9C953C042DF27582D8F4540E529ABE97ACA53C03CEEA53A2E8E4540E333D93F4FCB53C01EC6FF780A8D45403069E78F44CC53C07973B8567B8C4540,12.935348168651286,230,EHV,600,,AC,operational,Hydro One,6,Land,,High,0.9,"{OSM,EIA,ElectricityMaps}",multi_method,OpenStreetMap,267,42:06.0,10:44.6,,,,,,"{OSM,EIA,ElectricityMaps}",{},10:44.6
8,611062615,CAN,USA,0102000020E6100000070000002CB3AD0BE4565DC07BC26DC89A7D48406C747396FE565DC0A0DFF76F5E7D4840F08D7CB92A575DC0F5E450757E7D4840CD6CA1751E575DC0AAE3E7757A7E484083DA6FED44565DC0298B0CBCA47F4840E27327D87F565DC0D93F4F0306804840125784517F565DC03CDFAA460A804840,3.158822153889322,230,EHV,300,,AC,operational,Bonneville Power Administration,3,Land,,High,0.9,"{OSM,EIA,ElectricityMaps}",multi_method,OpenStreetMap,267,42:07.4,10:44.6,,,,,,"{OSM,EIA,ElectricityMaps}",{},10:44.6
10,178425286,CAN,USA,0102000020E61000001C00000006AD76033BB759C082058B1E53344840D33FD2F162B959C0029B73F04C34484098B1570E63B959C0121038B7AE5148400D94CACA65B959C01DD60A896A5948409A982EC4EAB859C0F5375783E65A4840CE4CD5E2F8B859C0C25FDDC204624840B32CF3B196BB59C099396E426B664840310109D42CBC59C0A6E727E66A664840D78A91802CBC59C09CD54C08676D48404F20EC142BBC59C033A6608DB36F484045532C6D27BC59C017201B92A470484039BF171527BC59C0D2E4BDC51E7748409B9F2CC60AC159C00F79701C1D7748406825ADF806C159C0ECA8C53B1B7F4840FF48C78BBBC159C03B78DCA62E80484098F67244E3C259C046ED7E15E0814840859BE7E3B5C359C0757286E28E84484036B79D1180C459C04531D4BC3E8748408EE0EB1024C559C046CC913AA6894840E26D4A1EF4C459C0D06FA994E8894840248914B996C359C0EA78CC40658A484082A6CA9C53C259C0CF0138AC5F8A4840438765D84DC259C0A8C821E2E68A4840F64B7ACE4CC259C07B9054956C8B48404512184655C259C07B4FE5B4A78B484050864FDF57C259C058CE39D3DF8C4840178A2AB20CC259C0886C7B16DF8C48405979B8D30CC259C05BE21291AB8C4840,91.40841314198094,230,EHV,200,,AC,operational,Basin Electric Power Cooperative,3,Land,,High,0.9,"{OSM,EIA,ElectricityMaps}",multi_method,OpenStreetMap,267,42:10.5,10:44.6,,,,,,"{OSM,EIA,ElectricityMaps}",{},10:44.6
4,580194652,CAN,USA,0102000020E610000003000000395E262F579E54C097755A12FB6145401FB4684B679E54C0EA9B8FC6FC6145406F5E413F789E54C09F083DF60E624540,0.1854456104796568,345,EHV,1200,,AC,operational,ITC,3,Land,,High,0.9,"{OSM,EIA,ElectricityMaps}",multi_method,OpenStreetMap,267,42:01.7,10:44.6,,,,,,"{OSM,EIA,ElectricityMaps}",{},10:44.6
5,73520405,CAN,USA,0102000020E61000000B000000DBF74D066CF250C000378B170BED4640315C1D00F1F150C09BDBCE0880ED4640489BF4087FE550C0E87981A32EF8464052860552BDDB50C04F0A4ED8D9FE46401AB3DB1D08D550C0E634554156034740E745DC52BDCD50C0CF41E1FD02044740A3320FAA9EC650C0D8DE5D1DB6044740BE4F55A181B750C08202EFE4D3054740B8A75082A3B650C06193EB5C070747404DCB59E97FB650C02C280CCA34074740009EFEFD73B650C0F3C81F0C3C074740,78.13082997423405,345,EHV,1000,,AC,operational,NB Power,3,Land,,High,0.9,"{OSM,EIA,ElectricityMaps}",multi_method,OpenStreetMap,267,42:03.1,10:44.6,,,,,,"{OSM,EIA,ElectricityMaps}",{},10:44.6
2,1169218934,CAN,USA,0102000020E61000000C00000044E6255A4DAE5EC0E97E4E417E80484013D21A834EAE5EC02A7288B83980484037B176CAD9AD5EC03F90172D9B7F4840DEF5E340D9AD5EC012FEA0890B7F48406ED5BF35C1AD5EC0046B4194D47E484047AAEFFCA2AD5EC01E17D522A27E48407B246FCAA6AC5EC08438C599157D48404D897F338CAB5EC0E585CF317B7B48409865F448A8A85EC060240F9FCF764840A2B3CC2214A75EC083161230BA7448407916CE7FD9A75EC06F8C5363F873484003154493FAA75EC072A36DA1D0734840,50,500,EHV,2850,,AC,operational,Bonneville Power Administration,3,Land,,High,0.9,"{OSM,EIA,ElectricityMaps}",multi_method,OpenStreetMap,267,41:58.9,10:44.6,,,,,,"{OSM,EIA,ElectricityMaps}",{},10:44.6
433,523423888,BRA,VEN,0102000020E6100000320000006478EC67B1914EC044094499571F12400762D9CC21924EC029498DBFA31C1240423E8D203A944EC0448F73F629121240DAD9A1ABBE964EC07FA081FD7C101240F4A386DB46974EC0FEDFC7878F0E12407D38EDCE7F974EC07F74A03D4D0C1240F928C8748D974EC0527A4BDEA50912407EEF254344974EC0702DEE9AEBFF11403B600D068D964EC0231BFE8980F9114054C72AA567954EC034F9C1548EF411404792205C01944EC0A1698995D1E8114018AA07718A924EC048A5D8D138DC11404A969350FA934EC0F618F6C5EFA71140C82E07301B944EC0A260C614ACA11140FF791A3048944EC075AF93FAB29C114072A197F672944EC03AC379DDC796114000B10001C6924EC0B653CE72348A1140C67A59C97D914EC0A69BC420B062114000E48409A38D4EC0127D8857A35811404232D3AC228A4EC085025BCA9E291140B6D1A52490854EC0F91BA32BC7021140EE05668522854EC0A1F48590F3FE1040E3BE7A81FE814EC0FFAAC88DC7C110400D068D4FB7814EC0B6E8AE3610BC1040F71CFDD41D854EC003EB387EA8841040905A176D44854EC04E8A45C2AD591040DD9D1095A1854EC019309287CF1F1040ACCEC53AB0854EC0A504B3F803F40F402024B0DE4D854EC0F1F274AE28E50F40D67F8C6FDE844EC0187AC4E8B9D50F40F2C4BD439B804EC06DD4F9A69F160F403168D773887F4EC07A88EBBD9D790E407CC2C8810D804EC0FACF9A1F7F090E4009CECFC3BF7A4EC0CC69053C1FD40C40A3D34E289F7A4EC03CB8E0B144BC0C40B4CC22145B784EC064158090766D0C40A3C9C51858764EC0ED07E1760D5F0C400ACA236E04754EC066930DB5B7150C405287CBE0DE734EC0054D4BAC8C960B40454D4FB39B714EC0F9E2E6AFEB420B40854B7D0F4D704EC098E5A1A5E1FA0A40F8AA9509BF6B4EC0BDEC8D10D40F0A4003098A1F636B4EC07CF0DAA50DE70940558A1D8D436B4EC0AB4203B16CD60940DF86BDF5066B4EC06C2CBC26FFBE094072E778BB146A4EC0396403E9625309409F61C50490694EC0E67BA1DBA6E30840C46EE9E2805D4EC09C6D6E4C4FA807404D2146BE015C4EC043A21A40098D0740686CF992D75B4EC0BA68C878948A0740,196.33932913652015,230,EHV,462,462,AC,operational,Eletronorte,3,Land,CIER,Medium,0.6,{OSM},multi_method,OpenStreetMap,,36:34.8,10:45.1,,,,,,{OSM},{},36:34.8
15,,HUN,UKR,0102000020E6100000050000004C9B966A802E384099EF53C64F36494047C7599863F93740616DAED787F848409F7705AD85CC3740DFC6B3B2A0A148406EA541A2ECD03640E77F8211E03448402E3A89D8AFF53540D4AAA24E2E114840,321.8686788936101,,,,,AC,operational,,,Land,,High,0.9500000000000001,{EnergyData.INFO},energydata_geojson,existingtransmissionline.geojson,,42:19.8,10:44.7,,,,,,"{EnergyData.INFO,'UN Comtrade'""}""",{},10:44.7
434,246660759,COL,VEN,0102000020E610000018000000A1496249B91D52C09C1A683EE72E1F40021077F52A1D52C019575C1C952B1F401A6D5512D91C52C001A5A14621291F40F6436CB0701C52C057B1F84D61251F406A334E43541C52C09204E10A28241F40B4C70BE9F01B52C057EC2FBB271F1F4072FA7ABE661B52C07FDE54A4C2181F40E223624A241852C070EEAF1EF71D1F401903EB387E1652C0AAD4EC8156201F406BB6F292FF1552C0A435069D101A1F40AE635C71711552C040FA264D83121F408448861C5B1552C0410DDFC2BA111F4075AE2825041352C029AE2AFBAEF81E4036E84B6F7F1252C0C687D9CBB6F31E4027A25F5B3F1252C0DB6B41EF8DF11E40E19BA6CF0E1252C01536035C90ED1E402E03CE52B21152C0AC00DF6DDEE81E404997A36C361052C0781F91007FE21E409C244C07211052C094675E0EBBDF1E40C8DE41A2BF0F52C09ACA47F718D91E404BF0E1ED9C0F52C003E4F0EE6DD71E40FB0D6EC6440F52C05D610B8B9BCC1E403E755199070F52C080B4A44863C11E40C6F18D32AC0E52C02E7E09CB8EBB1E40,31.165019295166942,230,EHV,760,760,AC,operational,,6,Land,CIER,Medium,0.6,{OSM},multi_method,OpenStreetMap,,36:34.8,10:45.1,,,,,,{OSM},{},36:34.8
28,989771585,CHN,MMR,0102000020E61000000C000000AD05AC0BAE6258405C46A0B07A7438406A7528F9C76258401199A8948D753840DE6AE745B7625840B937BF61A2753840613596B036625840F992D79475753840EEC38BCFAE615840B58F70B5A9733840249DDC4A8A615840EDEAFAAA016F3840943314773C615840FEE77AEC786D38408CC0B398B3605840389B3347FB6A3840D51AEF3353605840DCE918A1E96838409C61B4D83760584079CBD58F4D683840A92F4B3B356058402446CF2D74673840029A081B1E605840756094FB78673840,8.663858379145855,500,EHV,1000,1000,AC,operational,,3,Land,APG,High,0.6,{OSM},multi_method,OpenStreetMap,,42:45.4,10:44.7,,,,,,{OSM},{},10:44.7
12,274904650,CAN,USA,0102000020E61000000600000017E1DC15B0C554C04BC8AC8328244540FC51D4997BC554C0262488A9E3244540A74DE6698AC554C051BEA0850425454072E371AC66C654C0199128B4AC2545403F81C17F84C654C09A057F64DF25454027E60FBC90C654C0F06371A4D8254540,2.3618410591564682,230,EHV,,,AC,operational,,3,Land,,High,0.9,"{OSM,EIA,ElectricityMaps}",multi_method,OpenStreetMap,267,42:13.2,10:44.7,,,,,,"{OSM,EIA,ElectricityMaps}",{},10:44.7
14,,HUN,UKR,0102000020E6100000030000003D9791F8CAF9354057BC869C6F0C48401FC5F2CCC1CF3640D3B41554E4334840A8A65F819C8138400BB8947D81A04840,227.06059081705652,,,,,AC,operational,,,Land,,High,0.9500000000000001,{EnergyData.INFO},energydata_geojson,existingtransmissionline.geojson,,42:19.8,10:44.7,,,,,,"{EnergyData.INFO,'UN Comtrade'""}""",{},10:44.7
17,146210287,BLR,RUS,0102000020E61000001600000017C0EF3A761340408F0475255D544B40BB2473D13511404076D377C8DE534B40D1C0D9F7F21040409DC6ACCDB5534B400F94803DCB094040A3C453347B524B402D8BD35AE2E83F40C2244B9CCB574B40D284926EF0D83F403A9A7EE4315C4B403ADE2E4503BE3F407A4C497B285C4B40468CE8E802A23F409430D3F6AF5F4B4063D75130BE873F40394F2B3BB35E4B40EE13F6A397733F40A1551CBDD0614B40BD186FD003503F402FD6DC7646674B40BD9B5DADC9353F40E17F8692246F4B40844DF800380F3F40C5FDECECD0744B40DA9486753EF53E40015AA95615784B40437EECE4C2E33E401BB96E4A797C4B40BBF8365893D23E401FF46C567D7F4B40066E934039B83E40FC00FFEFE37F4B40DACA4BFE27913E404822EAF472804B4093D222916C6A3E4051DF8D603E824B4083273E88AE4D3E40D46B0E6B85854B40850838842A4D3E40378EB344C2854B4095BA641C234D3E401E0137E6D0854B40,131.9135175,330,EHV,,,AC,operational,,3,Land,,Medium,0.6,{OSM},multi_method,OpenStreetMap,,42:26.2,10:44.7,,,,,,{OSM},{},10:44.7
18,302880635,BLR,RUS,0102000020E61000003100000009E5D8D53F813C408604E7E7E1B54B408AA9995A5B813C401F91A5C5CFB54B404651B17B3C823C406DA23B2DE4B54B40D9733EE191813C407DB9AA4775B64B409D9E776341813C40C4FC265EAFB64B40FE2378E860843C40CA2EBDA200B94B40109D54EA48943C40C889C0A26CBB4B408A6BC6B3159B3C403B4B3558DDBC4B4064535337BC9F3C408268F7F58DBE4B40D9870673059D3C4080924C987AC04B4022043F051B9A3C400F7B46C77AC24B40A18E7D7F399B3C403AD9BC6026C34B404A743BA0119B3C40C82EAC76A8C54B40D905836BEE9A3C402DD1596611C74B40FC901216709C3C4082470A1B54C74B405E8F78680EA73C404689A768F6C64B4022AA4B21EBA83C40E51137024CC74B40C522E1D638AC3C40134141CEA0C84B40E94FD147CFAF3C40625FFC7E7BC84B40795DBF6037BC3C40F3B9C95EA5CA4B40B81FF0C000D43C40A75B76887FCC4B40FFBDCA9019EA3C40676490BB08CC4B40C0304F9DFDF93C407D87ECCDB9CD4B4059390F82E9033D40458FCEAF9CCE4B40D67844E0A3333D405C32D81E07DB4B409D13D62192363D40539F9A8180DD4B40219AD42BC0483D404523449EC9E14B4070F893E7B0493D4085D61E51FCE34B406F7EC34483523D40583101648DE74B4033F8A00CFA6B3D405FBAA4C574EC4B404337FB03E5743D40C8D5236827EE4B40AB2A8FC93D823D405494A69C8AED4B40EDD286C3D28E3D40790206EEE5EF4B40FECF06054A9F3D40E84B6F7F2EF14B4092D332ADA8B03D40DAC0C2EEE0F64B40E7F1C52819B63D408187B36CF7FA4B40E8A562635EC33D4076775380DEFD4B408E78B29B19CD3D4016E52DB2F8FF4B406CFB6882F2D43D40661536035C034C408C474ECBB4E23D40D9EA724A40054C4018DEF64E16E43D40D9F39084D8054C40BCEB6CC83FE73D40ED832C0B26074C40EB5EDD674BF03D40A506E45CD40A4C4080A43E7F90F73D400DF2C4BD43174C402549C620660D3E40B56911F692244C401610FF55EC103E40BC75FEEDB2264C40BD51D0926C203E40D49F580284294C40CF3A996EC8233E409EAC623B292A4C4042DB2049FF233E405D95FA68272A4C40,160.01873590751282,330,EHV,,,AC,operational,,3,Land,,Medium,0.6,{OSM},multi_method,OpenStreetMap,,42:26.2,10:44.7,,,,,,{OSM},{},10:44.7
26,,MOZ,ZAF,0102000020E610000002000000B1AF8E8F184B4040FDECFE56C28D3AC02000008024644040E0FFFF3FFBDD3AC0,39.80796180294575,,,,,AC,operational,,,Land,SAPP,High,0.8,"{EnergyData.INFO,SAPP}",energydata_geojson,mozambiquegrid.geojson,,42:43.4,10:44.7,,,,,,"{EnergyData.INFO,SAPP}",{},10:44.7
69,,KAZ,RUS,0102000020E610000003000000B0EEAB8E27264A40B5556F5721474940E86FBE767B344A4008E2AAE6BF5749407A4221528D064A40800868551FDE4940,135.92536443624277,,,,,AC,operational,,,Land,,High,0.9500000000000001,{EnergyData.INFO},energydata_geojson,lines-existing_0.geojson,,43:06.6,10:44.8,,,,,,"{EnergyData.INFO,'UN Comtrade'""}""",{},10:44.8
22,,MOZ,ZAF,0102000020E61000006F0000002A01310917583F4016759C91F78836C0C78157CB9D2D3F4096C4A39E4FAC36C0649BAFED48123F40A930B610E4CC36C02C616D8C9DF23E405A0817974FD336C058FE7C5BB0D03E404BF5AE8BECDE36C09D26D824E4CE3E40DF3BC505FBE036C018FE1D9B2EC53E40B24AE9995EEC36C0B547B945AAAF3E404E266E15C40637C0E5E6C017CB9B3E4084B1CFAD211437C02AD489BAC57A3E4027EF2DF6A83137C0C575E7E4A0793E40C20A010A3F3237C06AC427F801433E40382CB242364937C04590943EBE303E40F4AE3033225137C000BDBA74DD233E40A25D85949F5637C07EB4EED57D0E3E4015AC71361D5F37C0CC56A87F5AFA3D40CDF22B8CE37037C08B60D2CE1FF93D400FB0FB33287337C0E0DD25CC0FF73D40C6C4419D4D7637C077595D9896F63D40686B8EBD287737C0F3EDB83C31F03D402DE521F8848337C0CF13CFD902E23D408A9C7411959437C0C875F810F9C73D405521D4FB7CB637C0961B560273C63D40BE05C88624BB37C061777066AAC43D40A4DD8DAACBC037C0F75C01E033B93D40FA08FCE1E7D337C035CE4B6A0DAC3D4087911447D4E837C0986E1283C0A43D4054B6FE4C73ED37C098EAB8D04B9F3D40FF092E56D4FA37C08CD6F61B929D3D40BBD97AE129FF37C0B374AA21169A3D400F385CF5CA0238C0B9E3A837FE913D40A54E4013610B38C013B9E00CFE8C3D406C9CA800731238C044300E2E1D7B3D40BA5BA32FCE2738C07A34D593F9793D40321F10E84C2838C015B47F5479793D403F1C2444F92838C0C25C9C42F8733D402CDDB820B62F38C085C7C8A3656C3D408946D2C9AD3838C01F98480E7D6C3D40CE0BC1BBA63938C085AF54BC36663D40534C9473184438C0A466B4FA8F673D4095511B8B5C4638C0016DAB5967623D40D635FF54815D38C07730629F00623D40E3D24213725F38C036FC1301F3533D4049E30632F18938C06DA2E07371413D40FB230C03969C38C0F745F8CDB32C3D40F78777CAB4BD38C09F1EDB32E0203D400369B57691CC38C0E034D82F33193D408B92EB014ED438C0D93E8974E4153D40246A58422DD838C00D6FD6E07D013D40BE88B663EAF038C0D2AC6C1FF2F83C405A12FB5F09F738C0843353B538F23C40570ADC15550439C0E807BF1E5DF23C409D572BC9F00639C0818D902683F23C40E5CC1BCCCB0839C0C23C1A3D6DE93C4069FC6772D62239C0C49CFB0681E83C4095A01A8A962539C0316711E566E93C406DC5FEB27B2639C09CDB847B65E63C406217A0C8EE3339C085611B4C1EE63C4076995077543539C0D83DC3E5C2E23C40D6AA5D13D23839C088484DBB98DC3C40688302A5573F39C0686ECF3D35DC3C401E746440514039C062C55F49A8D53C405DE4F967615239C05C6622B605D53C4070D9D770475439C047C4398F2FD23C401B159392795D39C0B243A10A24CB3C408AF32675B86A39C08DF4FD2F32C43C40662C3F15DC7A39C01D812ED0A4B73C40CC75BFAF369339C02DC9A60128B73C40C8E5E4EA6C9339C0D2B650E8ABB63C40AA52697A3F9439C00D3BE702F2AE3C405F1CA6C700A239C00F6503441CAE3C407F3CAA5093A339C0D956581586A33C40CDC75AE8EFB839C0AE36B52220A33C40AEADE98BCEB939C033953435BFA03C4093E1783E03BC39C0168ACFF819A03C40355772BAD1BC39C0EEF208C95D9B3C40F32DBD4747C339C0105839B4C89A3C40892FC9B72DC439C0C938EBF8D49A3C402BB693D27DC439C0B99BF1C7FE993C405A982ABDDBC539C0211E8997A7993C403678BA4E7EC639C0CC2AC7BF2A943C405D1CF0541BC739C0B3F62D292D923C4054F53CC967C739C0C837256AB3833C4042A0E9DB38CA39C0C91EA16648833C40B758F6C9F6CA39C030664B5645823C40B48AA3175ACC39C0F81BEDB8E17F3C40BC64D295BECC39C095264AE7687C3C40646D9DC948CB39C03DE30C0FAB7B3C403C9E3B6645CB39C0CA9DE3ED52783C404FF0A88CDACE39C03BEC74D65D753C40A690758247D139C0F33405D781703C40A7F397CC67D539C0114F1B7A30703C402E573F36C9D539C0DB96B7D90E6E3C4039A7487485D739C01C1DA1B0D56B3C4085EAE6E26FD939C0E5D2F885576A3C40EC01A9030FDA39C0A92567727B693C40D938ACBA58DA39C024A82BE972663C402A464C3F97DB39C0A256E24BF2633C409A35C2ECAFDC39C05F1ED72BD1623C40E773EE76BDDC39C0F2F56BA11A5F3C40CDAFE600C1DE39C097B844E4AA5E3C40B497C86020DF39C081FCB671D5583C4047E3F50599E139C00A16E2EC31583C4013F06B2409E239C0B032BF3F4A573C4051EE885462E239C0752ED681BD533C401CD36E4FEBE339C0699725F03D523C40BEF2C583D2E439C00FA441C0104A3C409B04CA0116EA39C0E6D1E8691B483C4019A831C62CEA39C090943EBECE473C40ACE86A86AFEA39C0DB96129381473C40681C8FBEEEEB39C00DFB3DB14E473C40FC1DE5BBEFEB39C0,514.5069058813077,,,,,AC,operational,,,Land,SAPP,High,0.8,"{EnergyData.INFO,SAPP}",energydata_geojson,southafricagrid.geojson,,42:39.3,10:44.7,,,,,,"{EnergyData.INFO,SAPP}",{},10:44.7
25,,MOZ,ZAF,0102000020E6100000040000000A2FADE1899440408CFAE32FB84833C076653BD7D99340408365010ED5BA33C01AD24BAE4740404055555272D75A35C081BB5817FA503F404705FE0F7F9036C0,423.20848366651217,533,EHV,533,533,AC,operational,"WB map archive IBRD #32473, May2003",,Land,SAPP,High,0.8,"{EnergyData.INFO,SAPP}",energydata_geojson,aicdall-countries-electricity-transmission-network.geojson,,42:42.3,10:44.7,,,,,,"{EnergyData.INFO,SAPP}",{},10:44.7
20,266602326,MOZ,ZAF,0102000020E6100000530000006A50340F60F93F40C8EF6DFAB3B539C045549742D6F13F4019AC38D55AB239C043AB933314D73F40F51E1D0D96B039C0CAABCEC53AD63F4059B620A523B039C0CAC342AD69D03F40490D1247C3AC39C0C067DAB408CD3F4055F1EB2C1FAC39C0B278FBBD5EC73F40A22CD73620AD39C0336DFFCA4AC53F406B3EF89A2FAE39C0B06719F384BB3F4017B9A7AB3BAE39C0943E631525A33F407491E79F85B339C05503835AC2983F40A6875748AFB039C061EE4916E6933F401B6FE12F1CB239C02B9C4940F1823F40BF8C182C8BAC39C01EDBD726BA7B3F403DB4345C89A939C0396AE0A2EE783F404D3C56DFAFA839C095D74AE82E773F405DA45016BEA839C0098CF50D4C743F401EC18D942DA839C0AFE4CF5C4C6C3F4090E4A892B7A639C0A0E9DB3818683F40B76C63A2F7A839C0D2A8C0C936643F40AA3B6068BFAB39C068D02BF9335B3F402695DF5806AD39C08E62145F48523F40743804D891AC39C0E5ED08A7054D3F40603B18B14FAE39C0389F3A5629433F4005CA5CCFC6AE39C0EC9BA0F2543A3F4094C2BCC799B039C0553431B841323F4073B6251708AF39C0969F0A6E5A2D3F4086AF0A2F1CAD39C0B39EB536E8243F40FBC3E0AB67AC39C06105AEE1D8213F4052FEA4901AAB39C0B9BC83E9C51A3F40D5C44CECEBAA39C0ECB886BE60183F400BCAD9E0E9AA39C00AEC7B1EED153F4048CCA266FEA939C0AB7F6B8203133F4050FBAD9D28AB39C09BD48679450E3F408AF5FC1F16AC39C0509D58F1570A3F406AAD1EE681AE39C087B949B148063F406068BFFFA0B139C07169465046023F408830D9D369B439C0E5828EB16E013F40536BABA3F4B439C0DB72897EC8F43E40A131EE618AB539C0AC9B4132D3F03E40AB59677C5FB839C004C4C9A255F03E405F6633E25DB939C0A20D1BC0B6ED3E40C5CC9948C4B939C0E4480CA771E03E4033A7CB6262BF39C00C11267B3AD33E404D9EB29AAEBD39C0A7FD7B9521CB3E401678DD1104BE39C0C2734A9B05C33E40DBBD816ED4C139C005662A696ABC3E40498A236AFDC439C04EF8003851B63E40073AFF1B20CD39C0D174763238B23E4002976CE11ED239C00FAA1E7A9CA53E40C88B964DCAD839C004E1AF6E619E3E4033E59E09A8D539C0F4BA8FEDC69A3E4056E6F74729D839C0033C0E2840953E4028B517D176D639C09EDD1099A88E3E40F0EBD1657BD639C0D3DFA69AB48C3E40272D019DEED539C0E0EC7B79A68A3E4091DCF52DCED539C0A94C310741893E40BA1BFADD2AD639C0F71F990E9D883E40EA735A5C88D639C06A36EA7CD3853E4044577D0970D739C018F66A3645783E4031C390E6D9D639C0988D29B39C773E40F081C24593D639C074136BA79C733E407E6BCC90CFD639C0B6BDDD921C663E40DB9953138ED439C0DBD6BBE424653E4011AF46D15ED439C0F79FEBB1E3633E406EC0E78711D239C02BD780ADB7623E4052F355F2B1D139C0730F09DFFB613E402FD16A9269D039C0168733BF9A5F3E4018D3A7B0ADCE39C0AF9C18ED4C5A3E40E84D452A8CCB39C08F79D3E3AD553E40785787ED38CD39C065220093AF533E406BF3FFAA23D139C0E06CCE1CED513E40D615D80869D439C06766C11FD9453E402A5F86B5E7DA39C0F376DF8CF53C3E407B13437232E339C0DE27FD7387373E40AA07718A33E339C0E51AB0F556363E4082244795BCE339C0CD5598631E323E401586127706E339C0C71E903AF0223E403082C64CA2E639C0193C4CFBE6F43D40D064FF3C0DF039C0FD0D7FF21CEE3D407BBB253960F339C0272AC01CE2D03D402670EB6E9EF839C0346953758FCC3D408CA9AA86B3F539C0F89969B1CAC93D4021CF89986DF239C0,239.98138779789858,400,EHV,,,AC,operational,,3,Land,SAPP,High,0.6,{OSM},multi_method,OpenStreetMap,,42:30.5,10:44.7,,,,,,{OSM},{},10:44.7
